Timestamp	Name
2025-07-24 16:49:27	com.android.settings/com.android.settings.biometrics.fingerprint.FingerprintEnrollSuggestionActivity_setup_time
2025-07-24 16:49:27	com.android.settings.suggested.category.DEFERRED_SETUP_setup_time
